Folio,Incumplimiento,Estudiante,Saldo,Ingreso
8507,No,No,1465.0270324496,18600.2135039367
8508,No,Yes,1817.2800718791,20751.4324171627
8509,No,Yes,1055.0637976462,16174.2063787243
8510,No,Yes,536.0102178469,23587.4940781989
8511,No,No,817.4743281163,41994.9253402325
8512,No,No,1244.5635657113,36157.8184658576
8513,No,No,983.1275713326,19985.6014307873
8514,No,No,644.8002553301,32298.3085674304
8515,No,No,896.9814679257,35755.7484517946
8516,No,No,527.2715744244,41573.9819083321
8517,No,No,0,51122.5156157189
8518,No,Yes,1427.9405308078,12666.2607692499
8519,No,Yes,1262.4807657029,15636.2573617591
8520,No,No,1283.278482603,46335.8360623501
8521,No,No,489.5199136946,22750.6921764142
8522,No,No,887.2014361077,41641.4535720123
8523,No,No,328.0130111303,38500.3995970506
8524,No,Yes,1521.4949491215,18018.9043408893
8525,No,No,326.038112595,25498.0135270893
8526,No,No,1816.9735015648,29897.1818126619
8527,No,No,1534.0070045055,35566.2670692778
8528,No,Yes,1657.1138585803,10852.2931297992
8529,No,No,1270.4569758694,36092.5870995613
8530,No,No,560.5146191978,25254.0416554866
8531,No,No,0,28490.7714643949
8532,No,No,697.932758213,35706.6613545057
8533,No,No,1420.5074802631,37437.7379047098
8534,No,No,695.6690098478,36977.6401878797
8535,No,Yes,212.8213685277,24515.9754650541
8536,No,Yes,929.4111299866,23236.7517512913
8537,No,No,1676.1147987585,25317.1713937274
8538,No,No,571.9599417774,24932.0059234333
8539,No,No,355.0163311842,36327.8770094896
8540,No,Yes,1315.4214446259,21650.4151619057
8541,No,Yes,1006.9941089437,17834.0641906451
8542,No,No,332.6741695999,22938.5931481233
8543,Yes,No,1622.4990392531,39228.5414258989
8544,No,No,0,26394.5453626774
8545,No,No,1131.6020542359,19893.7723062072
8546,No,No,0,44981.150289516
8547,No,No,1493.7422480688,32742.8582115942
8548,No,No,47.4234792771,29567.857431916
8549,No,No,153.7126336196,54331.5297705247
8550,No,No,458.9973869688,21165.866479197
8551,No,Yes,1260.8281764701,22372.287502262
8552,No,Yes,1080.4776622047,18741.3168628509
8553,No,No,1814.105648713,32977.9086247262
8554,No,Yes,1739.8378121612,21593.0128492377
8555,No,No,0,50496.4737233152
8556,No,No,983.4906791818,20828.5306523573
8557,No,No,0,28176.1188629536
8558,No,Yes,138.9063091748,13005.8951509307
8559,No,No,870.3479659397,42397.0998165847
8560,No,Yes,584.4864011166,14017.3905494261
8561,No,Yes,1508.7017760608,25338.2646859801
8562,No,Yes,1282.4749516367,25304.5864378798
8563,No,No,521.7367279787,28401.4974561068
8564,No,No,1150.6777116184,38342.2890564805
8565,No,Yes,1010.8485909517,16428.7545549193
8566,No,Yes,1746.297371909,24536.5538729105
8567,No,No,1382.2689925845,19023.9962118209
8568,No,No,499.8186019409,31335.9607609844
8569,No,No,339.6768042083,43308.965897573
8570,No,No,253.6301022182,50236.5051828946
8571,No,No,690.1857312634,32761.2272146714
8572,No,No,743.0525534282,33556.0164881628
8573,No,No,736.4955216332,49119.3478190345
8574,No,Yes,584.5180961586,19624.5886598667
8575,Yes,Yes,1276.6850826198,19282.4359237479
8576,No,No,399.8771607073,47291.0158892892
8577,No,No,182.2387200041,45937.9768756614
8578,No,No,743.6661696876,37542.5803390161
8579,No,No,731.1016272135,26655.4147068459
8580,No,No,615.7266573551,38687.1152204681
8581,No,No,499.1491488841,56343.6104353604
8582,No,No,785.0335169312,45598.9153979293
8583,No,Yes,969.2523410413,16864.0434885401
8584,No,No,841.4900638645,43371.9244400238
8585,No,No,181.1714825842,35175.9035445688
8586,No,No,811.5963666152,38323.7238673524
8587,No,No,1625.6398763247,65026.7389252459
8588,No,No,962.2238379656,43974.0568690248
8589,No,No,617.0250542458,33369.0893641112
8590,No,Yes,478.9236749348,19730.1851629865
8591,No,No,1017.7497207031,30227.8632254641
8592,No,No,708.5001616098,35086.9049249202
8593,No,No,423.4079472899,40844.3415096871
8594,No,No,0,29775.1588729276
8595,No,Yes,935.6936350429,25362.3218840663
8596,No,No,0,51719.3748711348
8597,No,Yes,1757.8454588583,17426.5197120225
8598,No,No,733.5453865337,30638.2161878522
8599,No,Yes,1050.4093860366,16746.0628214843
8600,No,No,25.8003766684,44091.687910866
8601,No,No,646.0812402036,36686.9594469989
8602,No,No,695.4717671862,25544.8920404563
8603,No,No,536.5174942303,28629.4636706794
8604,No,No,542.2771433355,52447.2193378773
8605,No,No,811.7699461362,46076.3022364223
8606,No,Yes,911.76082448,21082.5527948271
8607,No,No,621.3034989054,50474.9790084357
8608,No,No,549.3931276956,39131.4948805194
8609,No,No,929.2971541955,42503.4097188356
8610,No,No,154.6639204377,44714.3716756577
8611,No,No,36.2350412346,49075.9815581156
8612,No,No,718.5952535901,39157.7899326726
8613,No,No,379.1003606439,31350.9286329779
8614,No,No,904.3357111936,30890.745549857
8615,No,No,1028.9643423919,18701.4095944644
8616,No,No,343.4938297813,67930.3436152597
8617,No,No,375.7993191743,21297.5846156923
8618,No,Yes,502.26108694,13572.748909077
8619,No,Yes,1231.5588246542,15727.6696283886
8620,No,No,456.8715128417,54894.1644540352
8621,No,Yes,1112.129918995,22709.4334546068
8622,No,No,1063.7128609861,36475.0979894526
8623,No,Yes,895.823244917,19825.6298997185
8624,No,No,1407.0921424567,43677.9764174713
8625,No,No,418.4983440505,29856.471677401
8626,No,No,684.9062972152,14756.9983525477
8627,No,No,650.0461100159,46137.9329673966
8628,No,No,495.4211542401,26740.7690090816
8629,No,No,698.9051299611,27001.5538993092
8630,No,No,847.7729672017,42193.5975640784
8631,No,No,1185.1597342853,35793.3485205462
8632,No,No,1315.609131464,54833.0555196068
8633,No,No,0,32809.33478523
8634,No,No,629.0877709883,32296.9316451165
8635,No,No,326.6700184531,50562.4903339961
8636,No,No,0,35775.3169310198
8637,No,No,949.2823724349,26960.7427591373
8638,No,No,1077.7330834723,50334.8541187515
8639,No,No,1256.186729948,31706.1785617479
8640,No,No,1356.7298360905,37664.0373894486
8641,No,No,564.1282921409,37695.7753708914
8642,No,No,793.9709694806,41931.585345531
8643,No,Yes,412.3886361745,9892.1275493933
8644,No,Yes,810.6685872806,19925.7437697109
8645,No,Yes,1273.8357763319,15593.6416810446
8646,No,No,1386.6684780625,56325.4493583427
8647,No,Yes,574.6731442564,22814.3464399736
8648,No,Yes,1614.1416379724,11334.2924739847
8649,No,No,0,45642.7619356526
8650,No,No,949.9967068178,32676.2307500825
8651,No,Yes,618.7567523417,18297.3277705301
8652,No,No,1408.1761190365,47496.1643104349
8653,No,No,465.9198783643,41133.9485633097
8654,No,No,952.927819303,44894.4429254273
8655,No,Yes,17.6095775951,13739.7546026196
8656,No,Yes,989.8845974213,23416.5004655854
8657,No,Yes,1817.1711764017,24601.0374851681
8658,No,No,746.8365104729,41294.4522465602
8659,No,No,549.0649295343,58539.4142705508
8660,No,Yes,993.0495382273,20538.5457418214
8661,No,Yes,1447.4181082241,16658.4240877415
8662,No,Yes,598.218194372,19794.5764098749
8663,No,Yes,79.9899964023,14390.8131164386
8664,No,No,641.2545874158,31306.5348373144
8665,No,Yes,562.8376982641,25068.0464477888
8666,No,Yes,448.2432106907,23540.8910274387
8667,No,Yes,1134.6965724664,20068.0185456427
8668,No,No,1649.2116069367,42148.7438795368
8669,No,Yes,817.6766467078,22339.8854145467
8670,No,Yes,948.1513026099,18107.3571528728
8671,No,Yes,1180.0180862324,19871.2067440711
8672,No,No,761.1876588366,54681.8283898569
8673,No,No,420.4958318557,58264.205816867
8674,No,Yes,1841.4085338139,18000.7046803395
8675,No,No,102.7214411316,13719.3568745031
8676,No,No,265.5928458893,24833.3415942315
8677,No,No,1558.86107533,45255.9671130598
8678,No,Yes,220.6595333997,20148.5797584961
8679,No,No,325.8701314596,35015.2689694775
8680,No,No,1272.4773858983,42671.3185857913
8681,No,No,906.2310970843,46715.2346835251
8682,No,No,1070.8100481704,35979.4701445554
8683,No,Yes,0,15572.0212631125
8684,No,No,722.1334867679,22669.2398040671
8685,No,No,1453.2928721261,43370.7578850906
8686,No,No,1207.2878520836,33671.4595004888
8687,No,No,1118.2199230073,32632.9130726689
8688,No,No,1281.9215726881,56778.4153893202
8689,No,Yes,878.9983935524,12054.8590388342
8690,No,No,735.1033376705,51403.7159698486
8691,No,No,914.341082342,43460.1663790825
8692,No,No,4.1511116451,22722.2220379254
8693,No,No,1063.5923292372,38057.3335707839
8694,No,No,331.8428276895,37264.6948218815
8695,No,No,838.5789047538,43501.2575307341
8696,No,No,418.2996427657,49670.02198153
8697,No,No,538.9427316862,23289.2804604069
8698,No,Yes,2133.745480941,19675.5075861463
8699,No,No,1651.3225527441,34024.6636828514
8700,No,Yes,1152.973271876,13036.0667091531
8701,No,Yes,1065.256355418,16658.9472446304
8702,No,No,486.6526399221,30838.629697034
8703,No,Yes,770.8266665097,18896.728996789
8704,No,No,1202.4634888229,42818.6431073491
8705,No,No,323.8001014361,34576.4920335218
8706,Yes,No,2062.8706284492,30839.1806730601
8707,No,No,1058.2843316214,39314.5134702092
8708,No,No,796.0250533105,38443.8964134579
8709,No,Yes,1379.7700166326,15509.4093982645
8710,No,No,1201.3324891043,23969.451819827
8711,No,No,1114.1160074386,40359.9672061569
8712,No,No,821.6071022854,50689.1932164429
8713,No,No,1079.965765152,43215.8058047755
8714,No,Yes,662.9953630325,12008.3357418696
8715,No,Yes,1343.7015490872,27168.4082179624
8716,No,Yes,553.4557367925,21358.4206646296
8717,No,No,472.9540550298,63759.787033535
8718,No,Yes,1806.551672286,17648.1976000877
8719,No,Yes,855.2269959237,15348.7066607031
8720,No,Yes,790.5543285987,20568.8272424665
8721,No,No,1380.1440320142,48087.825053096
8722,No,No,1522.5308015488,30765.5637963114
8723,No,Yes,967.349047281,14725.1409118618
8724,No,Yes,886.2211404042,12796.0589938103
8725,Yes,No,1323.6281422074,18820.7949690603
8726,No,No,1351.325422698,46663.3922059486
8727,No,No,294.0187903129,59128.5034044914
8728,No,No,1756.0507163676,52497.5856036506
8729,No,No,439.4963640122,46784.9448129273
8730,No,No,725.7832919047,35503.6442079735
8731,No,No,1049.9467684388,43172.3271897794
8732,No,No,1138.6288594242,36978.4593789249
8733,No,No,568.2242545566,39873.2428466328
8734,No,No,0,43160.324200842
8735,No,No,572.6658575661,42285.2852956933
8736,No,No,1270.3931781166,43032.2715865563
8737,No,No,1444.4321045013,19153.3427287452
8738,Yes,No,1926.5990821271,59224.4527589955
8739,No,No,101.993455725,27909.6310390187
8740,No,No,547.174974933,36969.0032256196
8741,No,No,907.6331039905,28577.0965501992
8742,No,No,282.8892177016,42132.0738127017
8743,No,Yes,811.9650451727,12853.175607259
8744,No,Yes,1305.1044525807,20573.5538687732
8745,No,Yes,533.9165429184,21390.6866179289
8746,No,Yes,1420.5961395039,20197.8115347314
8747,No,No,89.3129240969,39915.4535908417
8748,No,No,839.0409200454,36665.7014593259
8749,No,No,522.153457638,40717.1625219395
8750,No,No,488.7211262537,46503.1661460333
8751,No,Yes,983.2685029935,24554.2715630512
8752,No,No,442.6659005848,43991.8123694379
8753,No,Yes,977.5893720498,17637.7341978841
8754,No,Yes,317.2679998101,17801.5372223518
8755,No,No,1033.7566582361,21837.2428327308
8756,No,No,629.3201832348,52089.633050086
8757,No,No,1328.3341034674,39877.6124571625
8758,No,Yes,1486.3772996012,19164.3503996306
8759,No,No,760.5532934905,19957.8391361009
8760,No,Yes,1204.2414702326,19302.90147641
8761,No,Yes,1367.7865145273,12449.27903567
8762,No,No,226.2992253711,34305.2560781237
8763,No,No,902.4163952423,37905.6314758056
8764,No,No,462.0042895527,33157.3621976191
8765,No,No,1072.3793647357,19958.54399237
8766,No,No,424.0481899947,25081.84300618
8767,No,No,846.1312947725,29812.0877039202
8768,No,Yes,951.5885363151,12163.1848463548
8769,No,No,1079.8232987198,44390.7160538533
8770,No,Yes,1395.6689865878,21374.5921195464
8771,No,No,828.8895451959,52560.907351965
8772,No,No,829.8842620654,40749.7874334028
8773,No,No,1626.1694187439,32827.7028585804
8774,No,No,1057.633173633,37229.8073120709
8775,No,No,729.22599086,35633.5029167277
8776,No,Yes,154.8755315548,20685.4574218412
8777,No,No,1583.096100745,15350.4560462834
8778,No,No,0,40766.6953402928
8779,No,No,528.5692049466,42249.3569999467
8780,No,No,809.1046739813,24820.5255893773
8781,No,Yes,132.1045587481,20065.722478815
8782,No,Yes,2149.3368116539,15093.827527253
8783,No,No,497.7257851696,26591.113170886
8784,No,No,489.1655606804,26875.7237397548
8785,No,Yes,596.5392560386,9518.8323320723
8786,No,Yes,1883.0654560474,23989.8924556863
8787,No,Yes,748.0592282659,17362.8074609483
8788,No,No,1046.9181213387,42376.5021708491
8789,No,No,310.1302238833,37697.2201903282
8790,No,Yes,1065.5210761504,21129.2344637769
8791,No,Yes,1097.0674807878,20564.1257982162
8792,No,No,1154.858678396,57640.9169618088
8793,Yes,No,2049.0298451449,52568.9088071495
8794,No,No,1398.6524673521,34194.082402249
8795,No,No,130.3468224831,53852.755086508
8796,No,No,1400.1631868846,52343.4771775422
8797,No,No,0,51740.4215992712
8798,No,Yes,552.3342395596,21262.5663587934
8799,No,No,0,58233.020960533
8800,No,No,246.636545293,18953.671937326
8801,No,No,0,38249.9823756967
8802,No,Yes,655.5101262939,15771.4924298364
8803,No,Yes,100.3554329542,13940.6026640982
8804,No,Yes,1103.0035654921,25385.6019398335
8805,No,Yes,928.2334115047,20932.6920591533
8806,No,No,509.3177985868,18221.1465584724
8807,No,Yes,420.257063909,24703.9980491056
8808,No,No,307.7305625903,48123.5510489485
8809,No,No,733.0760867484,40056.1003653385
8810,No,No,851.5646599314,33211.1755013218
8811,No,No,1300.3371816889,47580.5438257053
8812,No,Yes,203.9661270219,16433.6742949772
8813,No,Yes,1557.525571428,17132.312357933
8814,No,No,0,41359.8916092437
8815,No,No,1136.4550313511,47721.2737069072
8816,No,No,986.1815438094,34780.9543914093
8817,No,No,452.8271077257,62912.4443393412
8818,No,No,775.4935594682,46025.8708003111
8819,No,Yes,926.0781635813,17660.8072407267
8820,No,No,1074.991267309,27834.7900360085
8821,No,No,844.4654791059,44518.3952707398
8822,No,No,391.5583580256,45822.5243565918
8823,No,Yes,1283.0285557072,15638.0065909408
8824,No,Yes,1343.2435165488,7032.0600089306
8825,No,Yes,1049.4200360763,15815.3439749118
8826,No,Yes,728.9858382057,17360.5229950272
8827,No,Yes,1203.1032564331,19967.863098697
8828,No,No,221.334856461,31764.2029103442
8829,No,No,149.2232187558,36550.3334635728
8830,No,No,474.6283748258,28182.9755685504
8831,No,Yes,962.4665364387,14606.0900592801
8832,No,No,1166.2131855368,36324.6788608866
8833,Yes,Yes,2207.5990538664,19780.7635185799
8834,No,Yes,1244.923510986,24291.4079834424
8835,No,No,913.4535992106,52793.1802484307
8836,Yes,No,1315.558765439,35456.6960512827
8837,No,No,80.7149257731,37651.567826129
8838,No,Yes,745.2211412366,24689.5184815316
8839,No,No,1505.0940829015,43036.1211524722
8840,No,Yes,903.4388119687,13028.1508626046
8841,No,No,250.9888203596,33568.5315548661
8842,No,No,857.1507423193,34691.3221784726
8843,No,No,92.9756885589,49608.5864392816
8844,No,No,1363.3103788042,35387.6989212415
8845,No,No,146.8971527422,41872.1725190737
8846,No,Yes,2014.4976475738,15728.93807223
8847,No,No,1112.4685239758,43201.5204912199
8848,No,Yes,237.1635863666,25219.9830590923
8849,No,No,1018.3667900265,47723.3267841425
8850,No,No,150.3023856846,39730.1650335799
8851,No,No,1074.1240403191,47517.8669242322
8852,No,No,0,30098.4215418435
8853,No,Yes,1205.9450405362,12950.81642991
8854,No,Yes,713.2463933809,20549.851899935
8855,No,No,1351.8529658456,40177.95896223
8856,No,No,254.7280578975,53696.832200196
8857,No,Yes,842.2559874088,23310.2288610289
8858,No,No,390.9808235428,47083.4314972953
8859,No,Yes,639.4683036208,12323.3498411588
8860,No,Yes,514.3349872563,27443.9752498741
8861,No,No,791.6633417746,48127.6261396151
8862,No,Yes,1204.9179044211,11339.1567691282
8863,No,No,1000.5254382131,53680.9837392223
8864,No,Yes,810.3080124176,16248.4555455672
8865,No,No,797.8653932716,43717.0684112059
8866,No,No,0,46461.3201193472
8867,No,No,990.1447722876,48040.6018919919
8868,No,Yes,284.0505519614,15352.3597814414
8869,No,No,1080.3212811842,48226.7297027404
8870,No,No,1433.9923268782,19864.975375759
8871,No,No,792.974067741,28674.6706260091
8872,No,No,1351.957437192,24136.0719476857
8873,No,No,528.67684482,39925.1847361413
8874,No,No,692.0528223887,39586.8490171988
8875,No,No,1085.5202348731,36746.3203519003
8876,No,No,567.7041783362,50643.3162179576
8877,No,No,1190.061303293,41965.8799496593
8878,No,Yes,289.3569473539,15715.5006522284
8879,No,No,1440.1329269194,28370.1043239688
8880,No,No,373.1788864179,30826.0750245479
8881,No,No,733.2005690789,38592.0420222931
8882,No,Yes,1095.6120021489,10450.7448786067
8883,No,No,1117.629703698,61940.0157774647
8884,No,No,505.0151281116,43658.813144044
8885,No,Yes,230.1591686859,24776.6931484107
8886,No,No,586.7756504009,32622.3761384089
8887,No,Yes,513.7976776812,15540.4543835634
8888,No,Yes,1212.7566620283,13722.900826077
8889,No,No,578.4836466025,45066.2073302758
8890,No,No,1229.5203015589,59755.0301243891
8891,No,Yes,1829.9099412937,21018.9601164828
8892,No,Yes,973.2644799972,16984.6107557205
8893,No,No,690.6403424478,26989.3943527933
8894,No,No,781.6677859154,49427.5177211641
8895,No,No,652.2027613755,36348.2962358233
8896,No,No,762.9231976776,50293.8722536696
8897,No,Yes,843.6424315017,17992.3171675151
8898,No,Yes,1316.2109831173,16327.6259820021
8899,No,Yes,559.9031825778,9357.759248279
8900,No,No,355.0300657419,52926.7777630445
8901,No,No,1635.2029020013,31541.094039298
8902,No,No,696.895693166,63952.3134935061
8903,No,No,444.0427026864,47857.7146122207
8904,No,No,1585.5250890915,49011.4156672029
8905,No,No,1322.0809830351,48906.5183241643
8906,No,No,941.7416322886,34559.6465423569
8907,No,Yes,1426.0141773649,20779.6789340972
8908,Yes,Yes,1359.2139474325,25548.4874099867
8909,No,No,1504.5693858915,36697.4019859209
8910,No,No,48.2656403156,32081.0922978199
8911,No,No,0,47393.328688244
8912,No,Yes,802.3692670716,18999.5252923259
8913,No,No,600.9390902516,43846.2088931824
8914,No,No,1440.0257126589,41814.8038417079
8915,No,Yes,1184.2044431377,23235.6567863856
8916,No,No,31.8620653736,33702.6511297977
8917,No,No,580.3790561266,55724.2712260263
8918,No,Yes,591.9864698954,8815.1763760225
8919,No,No,915.5920093709,37720.1872737065
8920,Yes,No,2006.9861730126,50033.5331529481
8921,No,Yes,1216.5862503291,18140.6239934368
8922,No,No,970.925552199,46051.8683748365
8923,No,No,664.7189435134,36998.5660140661
8924,No,No,873.8796085649,46203.9095502441
8925,No,No,444.2814001299,56881.2065664973
8926,No,No,641.7604481144,44857.7012299345
8927,No,Yes,1106.3236941682,21202.0300750189
8928,No,No,616.5546497972,46107.2079296283
8929,No,No,1164.3621402654,38759.7305513767
8930,No,No,828.6628117582,28427.6702930321
8931,No,No,23.2983318114,37975.5389792909
8932,No,No,717.4344201827,45267.819845936
8933,No,No,167.5841566919,49087.2556946302
8934,No,No,821.8532926448,35358.3927357629
8935,No,No,769.6667018999,39401.4750601507
8936,No,No,0,37343.4168074676
8937,No,No,1038.7002658579,33783.7142156398
8938,No,Yes,1050.1513326926,16963.8126910891
8939,No,Yes,927.6321006473,20640.7741049258
8940,No,No,1014.7226287056,38780.7897165122
8941,No,Yes,1391.4415971628,11685.6454285004
8942,No,No,290.48306702,47724.2397601074
8943,No,No,656.4349436659,26551.6009022426
8944,No,No,1456.6429369192,24089.0953411859
8945,No,Yes,1240.7240122254,19702.7994991218
8946,No,No,636.6060454593,31870.5514728832
8947,No,No,1665.0369730271,48295.5251505377
8948,No,No,825.9559446522,31661.6259861064
8949,No,No,0,61608.5320455831
8950,No,Yes,1152.1244189879,18644.4000439626
8951,No,Yes,711.0398753041,22000.1065648767
8952,No,No,1221.0831226742,29370.5849131354
8953,No,No,781.291702589,36744.5682634056
8954,No,No,0,41671.2094610296
8955,No,No,919.300136081,33866.3633768088
8956,No,No,155.989916941,50135.8501709005
8957,No,No,0,42616.6015727837
8958,No,Yes,1520.8516447536,20044.0814993756
8959,No,No,407.321538164,38285.4149141094
8960,No,No,555.2299511894,22788.9680825098
8961,No,No,705.197176762,35864.0117216156
8962,No,Yes,916.1289706395,28839.5837329101
8963,No,No,1083.2811870444,45260.4166799581
8964,No,Yes,771.1332613963,20655.0710742505
8965,No,No,1700.2949761482,53844.5789864386
8966,No,No,679.2668047737,36694.750262629
8967,No,No,762.9914906943,44162.3628946132
8968,No,Yes,1196.5369959758,25651.5363814897
8969,No,No,627.3837595855,47489.2830811426
8970,No,Yes,1175.7990568146,18178.0819336875
8971,No,No,660.2005712298,33598.089137525
8972,No,Yes,822.6253242652,10923.3816767271
8973,No,No,842.4075391226,38161.7386616171
8974,No,No,1248.3996847802,41555.8109876492
8975,No,Yes,1405.8766538056,27071.322496909
8976,No,No,419.7020001307,44989.7628489879
8977,No,Yes,91.7339465034,19153.7284337776
8978,No,No,157.0034532345,50131.8788806077
8979,No,No,666.5299506508,51876.4896525719
8980,No,No,806.7812410794,55735.5491959437
8981,No,No,0,44754.2488808886
8982,No,No,1378.2664361038,40228.9341678732
8983,No,No,354.2163909717,25427.0544326248
8984,No,No,596.1826888891,55591.0589187562
8985,No,No,102.4698629107,44600.4319739208
8986,No,No,637.2169994329,48461.9094371498
8987,No,No,1274.7965502637,18044.8231222898
8988,No,No,403.0414814439,29200.9837620227
8989,No,No,619.5151739029,53747.5491352023
8990,No,No,1111.6907664099,31059.4626439165
8991,No,No,1235.4857679635,29992.185950678
8992,No,No,850.3855683803,45530.3770572617
8993,Yes,Yes,2352.0549493152,24067.548104057
8994,No,No,1518.3525145751,53971.7305926683
8995,No,No,0,47935.283197733
8996,No,No,541.9440017981,37640.3002604157
8997,No,Yes,1401.1936090506,17688.8564659358
8998,No,No,329.4656843469,46028.0154528353
8999,No,No,530.0938205228,21736.8098186961
9000,No,No,0,27455.9089977047
9001,No,No,1112.0641399596,27694.7212677386
9002,No,No,291.0761412585,23479.6134347452
9003,No,No,1133.4149388708,36456.9490261566
9004,No,Yes,488.9570120764,15912.3045797469
9005,No,No,926.547899439,25363.0146355545
9006,No,No,783.7975633159,33151.5672432225
9007,No,Yes,246.081818997,20046.7724578198
9008,No,Yes,860.9177306361,11575.7021870812
9009,No,No,1838.1948610697,32308.024036755
9010,No,Yes,918.8288881451,16110.9904627923
9011,No,No,1040.1056650853,16905.4579370983
9012,No,No,951.6202259637,41689.5683729734
9013,No,No,749.1147396437,46478.1051575446
9014,No,No,70.1854776566,36216.9635264652
9015,No,No,1002.3512182151,43048.1699151943
9016,No,No,948.7053930275,14095.809610144
9017,No,No,983.6190157962,24666.6828328998
9018,No,Yes,0,16156.0291216807
9019,No,Yes,1209.3841983712,12830.8328351056
9020,No,No,527.1727849137,28931.1282763333
9021,No,No,671.7654800062,40907.8081017102
9022,No,No,807.2945307008,49367.7759269551
9023,No,Yes,1189.4647404608,17287.6392061415
9024,No,No,612.1079215767,31367.7130801548
9025,No,No,1.9807344408,42380.8748504793
9026,No,No,507.9075264354,45727.76852889
9027,No,No,1678.1184657295,41813.8923436118
9028,No,No,0,51054.5690234529
9029,No,Yes,378.6721748508,14328.3118855115
9030,No,Yes,1202.7607108354,20973.2596532462
9031,No,Yes,1038.5409970893,21839.720028992
9032,No,No,333.1800574724,29400.4778472657
9033,No,No,1322.2517605997,43802.6272391063
9034,No,Yes,1579.2169959542,15111.9144799438
9035,No,No,852.5307768923,46662.7679457832
9036,No,No,1407.8692079397,43033.9359309394
9037,No,Yes,0,17791.4332277217
9038,No,No,350.1960855114,46893.7319861286
9039,No,Yes,1276.3508390153,27732.2688220081
9040,No,No,17.0316800106,24492.2134816103
9041,Yes,No,1288.4069965544,44253.3087353926
9042,No,No,861.3638604359,47969.6772642797
9043,No,No,1209.7566413267,40605.8134050359
9044,No,No,1067.7792286991,28077.2546815944
9045,No,No,831.5873299964,32203.2718441375
9046,Yes,No,1747.9836685695,18966.10957371
9047,No,No,0,58211.5360729805
9048,No,Yes,1177.3276546111,13737.0503356652
9049,No,No,0,50559.470747056
9050,No,No,943.4672892838,26388.6171578782
9051,No,No,61.1833446196,37604.2178046417
9052,No,No,1436.6476691398,38571.3280595237
9053,No,No,343.6431783023,43483.7379647758
9054,No,No,1018.3828710281,30846.8209363715
9055,No,Yes,1173.0981200669,23811.0003015511
9056,No,No,979.8510491359,44869.0469120209
9057,No,No,444.6047963635,51584.3363563541
9058,No,No,282.0424337029,50501.0772381175
9059,No,Yes,1420.0229816214,26424.5390754184
9060,No,No,654.6613600972,32400.4814786393
9061,No,No,1388.563489254,21151.2631286477
9062,No,Yes,0,13621.8111912884
9063,No,No,0.0238162971,37981.7806257266
9064,No,Yes,1132.0840570012,15675.5344367768
9065,No,No,1330.4810968515,50459.0468967413
9066,No,No,815.1740232702,37946.9813996175
9067,No,No,1163.3240403993,38323.0844014907
9068,No,No,769.2306365423,49590.0665811938
9069,No,No,698.0788728794,38960.2671895006
9070,No,No,0,41239.0205103957
9071,Yes,Yes,1789.4774747938,17667.7822202713
9072,No,No,1124.966526782,50701.727536775
9073,No,No,1012.2862080704,60697.6336154776
9074,No,No,0,31722.3296748607
9075,No,No,481.7778056042,34478.9529015915
9076,No,Yes,1383.5698235653,17245.0286854431
9077,No,No,856.7704514388,42662.8019755055
9078,No,No,994.011888923,52188.7752690302
9079,No,No,203.3281235061,40490.1449892228
9080,Yes,No,1856.9147165084,33445.6168691596
9081,No,No,566.8727191683,67018.4196136116
9082,No,No,1428.7252580343,51633.4328536076
9083,No,No,1339.1999629974,44257.9352999586
9084,No,Yes,215.6338977638,23221.6193715472
9085,Yes,No,1125.6565618153,34758.1237796202
9086,No,No,514.8594361888,57241.7030807118
9087,No,Yes,564.8027620699,21314.7794434341
9088,No,Yes,705.8830645161,11121.6993090859
9089,No,No,390.0217243003,39029.8570729439
9090,No,No,690.6010977706,43511.3372747162
9091,No,Yes,1596.7010547951,21581.272259309
9092,No,No,1578.4637113484,51413.8402653719
9093,No,Yes,1363.9929568413,18140.3610309984
9094,No,No,819.3263746318,22406.0549367066
9095,No,No,0,44712.2316847198
9096,No,No,870.0205679206,40535.3101192342
9097,No,No,629.271891437,35695.0886113163
9098,No,No,217.5124122281,39616.2602452715
9099,No,Yes,1702.9817017157,25203.4567626209
9100,No,No,86.5788882292,31893.2233621957
9101,No,Yes,967.1689244161,27077.6267654492
9102,No,Yes,329.7643312869,17762.7738754145
9103,No,No,594.3644281591,24273.5624820861
9104,No,No,51.0723020672,38764.3946808286
9105,No,No,345.3938681418,27012.753881309
9106,No,Yes,740.5778506717,17700.0720673343
9107,No,No,1128.8334750419,45043.9356174808
9108,No,No,1549.2633061346,43240.459025584
9109,No,Yes,472.0245370688,13685.4701306953
9110,No,No,466.1097686445,26598.1213495462
9111,No,No,633.7831602792,37672.1580967363
9112,No,No,959.0214601727,46133.1342729851
9113,No,No,1634.9966851923,36995.7511638982
9114,No,No,155.9930613471,37599.7679668851
9115,No,No,1060.9729202892,37410.3763831821
9116,No,No,862.1501957238,59240.8450311379
9117,No,Yes,380.9051066275,22042.5700144763
9118,No,No,184.530473858,35058.3406548568
9119,No,No,1690.3873495135,46228.3200574542
9120,No,No,406.9985218728,41505.4060514131
9121,No,No,626.1681252746,35196.0782332706
9122,No,No,1915.3320660064,21361.048134107
9123,No,Yes,1017.3609663988,21702.1831030868
9124,No,No,669.3614789236,46007.0052657783
9125,No,No,574.4698776339,46696.1863447367
9126,No,Yes,256.3256704662,15627.662788709
